Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
282,2/9/2020 2:50,634488674.9,6126.654,25.8,186.79,655845,73.939,1217.14,-99.99,1218.59,-99.99,1220.04,-99.99,199.98,-9.99,200.22,-9.99,200.46,-9.99,4.40818E+23,9.9,35.105,10.385
283,2/9/2020 2:50,634488674.9,6126.755,25.8,186.79,656720,74.038,1189.64,-99.99,1191.09,-99.99,1192.54,-99.99,199.68,-9.99,199.93,-9.99,200.17,-9.99,4.31503E+23,9.9,35.105,10.385
284,2/9/2020 2:50,634488675,6126.856,25.8,186.79,657594,74.137,1162.72,-99.99,1164.17,-99.99,1165.62,-99.99,199.45,-9.99,199.7,-9.99,199.95,-9.99,4.22237E+23,9.9,35.104,10.385
285,2/9/2020 2:50,634488675,6126.957,25.8,186.79,658468,74.235,1136.39,-99.99,1137.84,-99.99,1139.29,-99.99,199.21,-9.99,199.46,-9.99,199.72,-9.99,4.13177E+23,9.9,35.104,10.385
286,2/9/2020 2:50,634488675.1,6127.058,25.8,186.79,659342,74.334,1110.62,-99.99,1112.07,-99.99,1113.52,-99.99,198.98,-9.99,199.24,-9.99,199.5,-9.99,4.04265E+23,9.9,35.104,10.386
287,2/9/2020 2:50,634488675.1,6127.159,25.8,186.79,660216,74.432,1085.41,-99.99,1086.86,-99.99,1088.31,-99.99,198.77,-9.99,199.03,-9.99,199.3,-9.99,3.95518E+23,9.9,35.103,10.386
288,2/9/2020 2:50,634488675.1,6127.26,25.8,186.79,661090,74.531,1060.74,-99.99,1062.19,-99.99,1063.64,-99.99,198.5,-9.99,198.77,-9.99,199.04,-9.99,3.87048E+23,9.9,35.103,10.386
251,2/9/2020 2:50,634488673.2,6123.513,25.81,186.81,628647,70.873,2414.51,-99.99,2415.96,-99.99,2417.41,-99.99,215.48,-9.99,215.61,-9.99,215.74,-9.99,8.11577E+23,9.9,35.116,10.384
252,2/9/2020 2:50,634488673.3,6123.615,25.81,186.8,629531,70.973,2363.28,-99.99,2364.73,-99.99,2366.18,-99.99,215.08,-9.99,215.21,-9.99,215.34,-9.99,7.95862E+23,9.9,35.116,10.384
253,2/9/2020 2:50,634488673.4,6123.716,25.81,186.8,630406,71.071,2313.53,-99.99,2314.99,-99.99,2316.43,-99.99,214.73,-9.99,214.86,-9.99,215,-9.99,7.80377E+23,9.9,35.116,10.384
254,2/9/2020 2:50,634488673.4,6123.818,25.81,186.8,631290,71.171,2264.28,-99.99,2265.73,-99.99,2267.18,-99.99,214.31,-9.99,214.45,-9.99,214.59,-9.99,7.65238E+23,9.9,35.115,10.384
255,2/9/2020 2:50,634488673.5,6123.92,25.81,186.8,632173,71.271,2215.98,-99.99,2217.43,-99.99,2218.89,-99.99,213.94,-9.99,214.08,-9.99,214.22,-9.99,7.50214E+23,9.9,35.115,10.384
256,2/9/2020 2:50,634488673.6,6124.021,25.81,186.8,633048,71.369,2169.09,-99.99,2170.54,-99.99,2171.99,-99.99,213.48,-9.99,213.63,-9.99,213.77,-9.99,7.35914E+23,9.9,35.114,10.384
257,2/9/2020 2:50,634488673.6,6124.123,25.81,186.8,633932,71.469,2122.62,-99.99,2124.07,-99.99,2125.52,-99.99,212.81,-9.99,212.95,-9.99,213.1,-9.99,7.22429E+23,9.9,35.114,10.385
258,2/9/2020 2:50,634488673.7,6124.224,25.81,186.8,634806,71.568,2077.45,-99.99,2078.9,-99.99,2080.35,-99.99,212.18,-9.99,212.33,-9.99,212.47,-9.99,7.09159E+23,9.9,35.113,10.385
259,2/9/2020 2:50,634488673.7,6124.326,25.81,186.8,635690,71.667,2032.67,-99.99,2034.12,-99.99,2035.58,-99.99,211.51,-9.99,211.66,-9.99,211.81,-9.99,6.96074E+23,9.9,35.113,10.385
260,2/9/2020 2:50,634488673.8,6124.427,25.81,186.8,636564,71.766,1989.16,-99.99,1990.61,-99.99,1992.06,-99.99,210.87,-9.99,211.03,-9.99,211.18,-9.99,6.8322E+23,9.9,35.113,10.385
261,2/9/2020 2:50,634488673.8,6124.529,25.81,186.8,637448,71.865,1946.03,-99.99,1947.48,-99.99,1948.93,-99.99,210.23,-9.99,210.38,-9.99,210.54,-9.99,6.70468E+23,9.9,35.112,10.385
262,2/9/2020 2:50,634488673.9,6124.63,25.81,186.8,638323,71.964,1904.13,-99.99,1905.58,-99.99,1907.03,-99.99,209.71,-9.99,209.87,-9.99,210.03,-9.99,6.57654E+23,9.9,35.112,10.385
263,2/9/2020 2:50,634488674,6124.731,25.81,186.8,639197,72.063,1863.03,-99.99,1864.48,-99.99,1865.93,-99.99,209.14,-9.99,209.3,-9.99,209.46,-9.99,6.45216E+23,9.9,35.111,10.385
264,2/9/2020 2:50,634488674,6124.833,25.81,186.8,640081,72.162,1822.3,-99.99,1823.75,-99.99,1825.2,-99.99,208.47,-9.99,208.64,-9.99,208.8,-9.99,6.33125E+23,9.9,35.111,10.385
265,2/9/2020 2:50,634488674.1,6124.934,25.81,186.8,640955,72.261,1782.73,-99.99,1784.18,-99.99,1785.63,-99.99,207.86,-9.99,208.03,-9.99,208.2,-9.99,6.21186E+23,9.9,35.111,10.385
266,2/9/2020 2:50,634488674.1,6125.035,25.81,186.8,641830,72.359,1743.92,-99.99,1745.37,-99.99,1746.82,-99.99,207.29,-9.99,207.46,-9.99,207.63,-9.99,6.09344E+23,9.9,35.11,10.385
267,2/9/2020 2:50,634488674.1,6125.137,25.81,186.8,642713,72.459,1705.47,-99.99,1706.92,-99.99,1708.37,-99.99,206.75,-9.99,206.92,-9.99,207.1,-9.99,5.97473E+23,9.9,35.11,10.385
237,2/9/2020 2:50,634488672.2,6122.085,25.82,186.82,616273,69.478,3243.98,-99.99,3245.43,-99.99,3246.88,-99.99,221.6,-9.99,221.7,-9.99,221.8,-9.99,1.06028E+24,9.9,35.124,10.383
238,2/9/2020 2:50,634488672.3,6122.188,25.82,186.82,617166,69.579,3176.34,-99.99,3177.79,-99.99,3179.24,-99.99,221.14,-9.99,221.24,-9.99,221.34,-9.99,1.04034E+24,9.9,35.123,10.383
239,2/9/2020 2:50,634488672.4,6122.29,25.82,186.82,618050,69.678,3110.64,-99.99,3112.09,-99.99,3113.54,-99.99,220.81,-9.99,220.91,-9.99,221.02,-9.99,1.02034E+24,9.9,35.122,10.384
240,2/9/2020 2:50,634488672.4,6122.392,25.82,186.81,618934,69.778,3046.2,-99.99,3047.65,-99.99,3049.1,-99.99,220.5,-9.99,220.6,-9.99,220.71,-9.99,1.00061E+24,9.9,35.122,10.384
241,2/9/2020 2:50,634488672.5,6122.494,25.82,186.81,619818,69.878,2983.04,-99.99,2984.49,-99.99,2985.94,-99.99,220.39,-9.99,220.49,-9.99,220.6,-9.99,9.8037E+23,9.9,35.121,10.384
