Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
12,3/12/2020 16:38,637303171.4,6138,-33.73,89.82,753859,84.989,76.02,-99.99,77.42,-99.99,78.83,-99.99,166.07,-9.99,169.14,-9.99,172.21,-9.99,3.31547E+22,9.9,143.463,23.582
13,3/12/2020 16:38,637303171.5,6137.315,-33.73,89.82,747952,84.323,91.52,-99.99,92.93,-99.99,94.33,-99.99,167.36,-9.99,169.94,-9.99,172.51,-9.99,3.96069E+22,9.9,143.462,23.582
14,3/12/2020 16:38,637303171.6,6136.649,-33.74,89.82,742207,83.676,109.54,-99.99,110.95,-99.99,112.36,-99.99,167.47,-9.99,169.62,-9.99,171.77,-9.99,4.73765E+22,9.9,143.46,23.582
15,3/12/2020 16:38,637303171.7,6135.982,-33.74,89.82,736453,83.027,131.07,-99.99,132.47,-99.99,133.88,-99.99,168.52,-9.99,170.33,-9.99,172.14,-9.99,5.6331E+22,9.9,143.458,23.582
16,3/12/2020 16:38,637303171.8,6135.323,-33.74,89.82,730766,82.386,156.22,-99.99,157.63,-99.99,159.04,-99.99,170.6,-9.99,172.14,-9.99,173.67,-9.99,6.63243E+22,9.9,143.457,23.582
17,3/12/2020 16:38,637303171.9,6134.617,-33.74,89.82,724673,81.699,187.66,-99.99,189.07,-99.99,190.48,-99.99,177.15,-9.99,178.48,-9.99,179.81,-9.99,7.67261E+22,9.9,143.455,23.582
18,3/12/2020 16:38,637303172,6133.95,-33.74,89.82,718914,81.05,221.75,-99.99,223.16,-99.99,224.57,-99.99,183.72,-9.99,184.89,-9.99,186.05,-9.99,8.74223E+22,9.9,143.453,23.582
19,3/12/2020 16:38,637303172.1,6133.307,-33.74,89.82,713362,80.424,259.15,-99.99,260.56,-99.99,261.96,-99.99,188.96,-9.99,189.99,-9.99,191.01,-9.99,9.93327E+22,9.9,143.452,23.582
20,3/12/2020 16:38,637303172.2,6132.679,-33.75,89.82,707938,79.812,300.61,-99.99,302.02,-99.99,303.43,-99.99,193.35,-9.99,194.25,-9.99,195.16,-9.99,1.12612E+23,9.9,143.45,23.582
21,3/12/2020 16:38,637303172.3,6132.058,-33.75,89.81,702574,79.208,347.01,-99.99,348.42,-99.99,349.83,-99.99,197.57,-9.99,198.37,-9.99,199.17,-9.99,1.27217E+23,9.9,143.449,23.582
22,3/12/2020 16:38,637303172.4,6131.504,-33.75,89.81,697787,78.668,393.69,-99.99,395.1,-99.99,396.5,-99.99,199.19,-9.99,199.91,-9.99,200.62,-9.99,1.4315E+23,9.9,143.447,23.582
23,3/12/2020 16:38,637303172.5,6130.963,-33.75,89.81,693112,78.141,445.05,-99.99,446.46,-99.99,447.86,-99.99,199.69,-9.99,200.32,-9.99,200.95,-9.99,1.61426E+23,9.9,143.446,23.582
24,3/12/2020 16:38,637303172.6,6130.443,-33.75,89.81,688617,77.634,500.65,-99.99,502.05,-99.99,503.46,-99.99,199.72,-9.99,200.28,-9.99,200.84,-9.99,1.8156E+23,9.9,143.444,23.582
25,3/12/2020 16:38,637303172.7,6129.927,-33.75,89.81,684157,77.131,562.63,-99.99,564.04,-99.99,565.45,-99.99,200.02,-9.99,200.52,-9.99,201.02,-9.99,2.03737E+23,9.9,143.443,23.582
26,3/12/2020 16:38,637303172.7,6129.827,-33.75,89.81,683292,77.034,575.48,-99.99,576.89,-99.99,578.3,-99.99,200.07,-9.99,200.56,-9.99,201.05,-9.99,2.08331E+23,9.9,143.442,23.582
27,3/12/2020 16:38,637303172.7,6129.726,-33.76,89.81,682419,76.935,588.75,-99.99,590.16,-99.99,591.57,-99.99,200.17,-9.99,200.65,-9.99,201.13,-9.99,2.13031E+23,9.9,143.442,23.582
28,3/12/2020 16:38,637303172.7,6129.626,-33.76,89.81,681554,76.838,602.19,-99.99,603.6,-99.99,605,-99.99,200.24,-9.99,200.71,-9.99,201.17,-9.99,2.17822E+23,9.9,143.442,23.582
29,3/12/2020 16:38,637303172.8,6129.525,-33.76,89.81,680681,76.739,616.07,-99.99,617.47,-99.99,618.88,-99.99,200.37,-9.99,200.82,-9.99,201.28,-9.99,2.22697E+23,9.9,143.441,23.582
30,3/12/2020 16:38,637303172.8,6129.425,-33.76,89.81,679816,76.642,630.11,-99.99,631.52,-99.99,632.92,-99.99,200.47,-9.99,200.92,-9.99,201.37,-9.99,2.27654E+23,9.9,143.441,23.582
31,3/12/2020 16:38,637303172.8,6129.324,-33.76,89.81,678943,76.543,644.61,-99.99,646.02,-99.99,647.42,-99.99,200.61,-9.99,201.04,-9.99,201.48,-9.99,2.32737E+23,9.9,143.441,23.582
32,3/12/2020 16:38,637303172.8,6129.224,-33.76,89.81,678078,76.446,659.29,-99.99,660.7,-99.99,662.1,-99.99,200.69,-9.99,201.12,-9.99,201.55,-9.99,2.37935E+23,9.9,143.44,23.583
33,3/12/2020 16:38,637303172.8,6129.123,-33.76,89.81,677205,76.348,674.45,-99.99,675.85,-99.99,677.26,-99.99,200.84,-9.99,201.26,-9.99,201.67,-9.99,2.43232E+23,9.9,143.44,23.583
34,3/12/2020 16:38,637303172.9,6129.022,-33.76,89.81,676332,76.249,689.94,-99.99,691.35,-99.99,692.75,-99.99,201,-9.99,201.41,-9.99,201.82,-9.99,2.4862E+23,9.9,143.44,23.583
35,3/12/2020 16:38,637303172.9,6128.922,-33.76,89.81,675467,76.152,705.62,-99.99,707.03,-99.99,708.44,-99.99,201.13,-9.99,201.53,-9.99,201.93,-9.99,2.54101E+23,9.9,143.44,23.583
36,3/12/2020 16:38,637303172.9,6128.821,-33.76,89.81,674593,76.053,721.81,-99.99,723.21,-99.99,724.62,-99.99,201.32,-9.99,201.71,-9.99,202.1,-9.99,2.59687E+23,9.9,143.439,23.583
37,3/12/2020 16:38,637303172.9,6128.721,-33.76,89.81,673728,75.956,738.19,-99.99,739.59,-99.99,741,-99.99,201.48,-9.99,201.86,-9.99,202.25,-9.99,2.65372E+23,9.9,143.439,23.583
38,3/12/2020 16:38,637303173,6128.62,-33.76,89.8,672855,75.857,755.09,-99.99,756.5,-99.99,757.9,-99.99,201.7,-9.99,202.08,-9.99,202.45,-9.99,2.71146E+23,9.9,143.439,23.583
39,3/12/2020 16:38,637303173,6128.519,-33.76,89.8,671981,75.759,772.36,-99.99,773.77,-99.99,775.17,-99.99,201.95,-9.99,202.32,-9.99,202.68,-9.99,2.77007E+23,9.9,143.438,23.583
40,3/12/2020 16:38,637303173,6128.419,-33.76,89.8,671116,75.661,789.83,-99.99,791.24,-99.99,792.64,-99.99,202.1,-9.99,202.46,-9.99,202.82,-9.99,2.83061E+23,9.9,143.438,23.583
41,3/12/2020 16:38,637303173,6128.318,-33.76,89.8,670243,75.563,807.87,-99.99,809.28,-99.99,810.68,-99.99,202.18,-9.99,202.54,-9.99,202.89,-9.99,2.89405E+23,9.9,143.438,23.583
42,3/12/2020 16:38,637303173,6128.217,-33.76,89.8,669369,75.464,826.32,-99.99,827.72,-99.99,829.13,-99.99,202.2,-9.99,202.55,-9.99,202.89,-9.99,2.95985E+23,9.9,143.437,23.583
43,3/12/2020 16:38,637303173.1,6128.116,-33.76,89.8,668495,75.366,845.18,-99.99,846.59,-99.99,848,-99.99,202.2,-9.99,202.53,-9.99,202.87,-9.99,3.02754E+23,9.9,143.437,23.583
44,3/12/2020 16:38,637303173.1,6128.016,-33.76,89.8,667630,75.268,864.29,-99.99,865.7,-99.99,867.1,-99.99,202.16,-9.99,202.49,-9.99,202.82,-9.99,3.09648E+23,9.9,143.437,23.583
45,3/12/2020 16:38,637303173.1,6127.915,-33.76,89.8,666757,75.17,884.02,-99.99,885.43,-99.99,886.84,-99.99,202.25,-9.99,202.57,-9.99,202.9,-9.99,3.16582E+23,9.9,143.436,23.583
46,3/12/2020 16:38,637303173.1,6127.814,-33.76,89.8,665883,75.071,904.2,-99.99,905.6,-99.99,907.01,-99.99,202.4,-9.99,202.71,-9.99,203.03,-9.99,3.23572E+23,9.9,143.436,23.583
47,3/12/2020 16:38,637303173.2,6127.713,-33.76,89.8,665009,74.973,924.82,-99.99,926.22,-99.99,927.63,-99.99,202.59,-9.99,202.9,-9.99,203.21,-9.99,3.30638E+23,9.9,143.436,23.583
48,3/12/2020 16:38,637303173.2,6127.613,-33.76,89.8,664144,74.875,945.67,-99.99,947.08,-99.99,948.49,-99.99,202.77,-9.99,203.08,-9.99,203.38,-9.99,3.37786E+23,9.9,143.435,23.583
49,3/12/2020 16:38,637303173.2,6127.512,-33.76,89.8,663270,74.776,967.19,-99.99,968.6,-99.99,970.01,-99.99,203.07,-9.99,203.37,-9.99,203.66,-9.99,3.44964E+23,9.9,143.435,23.583
50,3/12/2020 16:38,637303173.2,6127.411,-33.76,89.8,662396,74.678,989.16,-99.99,990.57,-99.99,991.98,-99.99,203.43,-9.99,203.72,-9.99,204.01,-9.99,3.52176E+23,9.9,143.435,23.583
51,3/12/2020 16:38,637303173.2,6127.31,-33.76,89.8,661522,74.579,1011.59,-99.99,1013,-99.99,1014.41,-99.99,203.84,-9.99,204.13,-9.99,204.41,-9.99,3.59437E+23,9.9,143.435,23.583
52,3/12/2020 16:38,637303173.3,6127.209,-33.76,89.8,660648,74.481,1034.48,-99.99,1035.89,-99.99,1037.3,-99.99,204.3,-9.99,204.57,-9.99,204.85,-9.99,3.66755E+23,9.9,143.434,23.583
53,3/12/2020 16:38,637303173.3,6127.108,-33.77,89.8,659774,74.382,1057.84,-99.99,1059.24,-99.99,1060.65,-99.99,204.77,-9.99,205.04,-9.99,205.31,-9.99,3.7417E+23,9.9,143.434,23.583
54,3/12/2020 16:38,637303173.3,6127.008,-33.77,89.8,658909,74.285,1081.43,-99.99,1082.84,-99.99,1084.24,-99.99,205.17,-9.99,205.44,-9.99,205.71,-9.99,3.81762E+23,9.9,143.434,23.583
55,3/12/2020 16:38,637303173.3,6126.907,-33.77,89.8,658035,74.186,1105.74,-99.99,1107.15,-99.99,1108.56,-99.99,205.61,-9.99,205.88,-9.99,206.14,-9.99,3.89507E+23,9.9,143.433,23.583
56,3/12/2020 16:38,637303173.4,6126.806,-33.77,89.8,657161,74.088,1130.55,-99.99,1131.96,-99.99,1133.37,-99.99,206.06,-9.99,206.32,-9.99,206.58,-9.99,3.97377E+23,9.9,143.433,23.583
57,3/12/2020 16:38,637303173.4,6126.705,-33.77,89.8,656287,73.989,1155.86,-99.99,1157.26,-99.99,1158.67,-99.99,206.52,-9.99,206.77,-9.99,207.03,-9.99,4.05368E+23,9.9,143.433,23.583
58,3/12/2020 16:38,637303173.4,6126.604,-33.77,89.8,655413,73.891,1181.68,-99.99,1183.09,-99.99,1184.49,-99.99,206.9,-9.99,207.15,-9.99,207.39,-9.99,4.1367E+23,9.9,143.432,23.583
59,3/12/2020 16:38,637303173.4,6126.503,-33.77,89.8,654538,73.792,1208.04,-99.99,1209.44,-99.99,1210.85,-99.99,207.22,-9.99,207.46,-9.99,207.7,-9.99,4.22243E+23,9.9,143.432,23.583
60,3/12/2020 16:38,637303173.5,6126.402,-33.77,89.8,653664,73.694,1234.94,-99.99,1236.34,-99.99,1237.75,-99.99,207.52,-9.99,207.75,-9.99,207.99,-9.99,4.31024E+23,9.9,143.431,23.583
61,3/12/2020 16:38,637303173.5,6126.301,-33.77,89.79,652790,73.595,1262.4,-99.99,1263.81,-99.99,1265.21,-99.99,207.79,-9.99,208.02,-9.99,208.25,-9.99,4.40044E+23,9.9,143.431,23.583
62,3/12/2020 16:38,637303173.5,6126.2,-33.77,89.79,651916,73.496,1290.45,-99.99,1291.85,-99.99,1293.26,-99.99,207.95,-9.99,208.17,-9.99,208.4,-9.99,4.49469E+23,9.9,143.431,23.583
63,3/12/2020 16:38,637303173.6,6126.099,-33.77,89.79,651042,73.398,1319.1,-99.99,1320.51,-99.99,1321.91,-99.99,208.04,-9.99,208.26,-9.99,208.49,-9.99,4.59239E+23,9.9,143.43,23.583
64,3/12/2020 16:38,637303173.6,6125.998,-33.77,89.79,650167,73.299,1348.38,-99.99,1349.79,-99.99,1351.19,-99.99,208.11,-9.99,208.32,-9.99,208.54,-9.99,4.69288E+23,9.9,143.43,23.583
65,3/12/2020 16:38,637303173.6,6125.897,-33.77,89.79,649293,73.201,1378.32,-99.99,1379.73,-99.99,1381.13,-99.99,207.92,-9.99,208.13,-9.99,208.35,-9.99,4.80135E+23,9.9,143.429,23.584
66,3/12/2020 16:38,637303173.7,6125.795,-33.77,89.79,648410,73.101,1409.27,-99.99,1410.68,-99.99,1412.09,-99.99,207.56,-9.99,207.77,-9.99,207.97,-9.99,4.91775E+23,9.9,143.429,23.584
67,3/12/2020 16:38,637303173.7,6125.694,-33.77,89.79,647536,73.003,1440.67,-99.99,1442.08,-99.99,1443.48,-99.99,207.09,-9.99,207.29,-9.99,207.5,-9.99,5.03865E+23,9.9,143.429,23.584
68,3/12/2020 16:38,637303173.7,6125.593,-33.77,89.79,646661,72.904,1472.83,-99.99,1474.24,-99.99,1475.64,-99.99,206.8,-9.99,206.99,-9.99,207.19,-9.99,5.15848E+23,9.9,143.428,23.584
69,3/12/2020 16:38,637303173.8,6125.491,-33.77,89.79,645778,72.804,1506.07,-99.99,1507.48,-99.99,1508.88,-99.99,206.68,-9.99,206.87,-9.99,207.06,-9.99,5.27796E+23,9.9,143.428,23.584
70,3/12/2020 16:38,637303173.8,6125.39,-33.77,89.79,644904,72.706,1539.74,-99.99,1541.15,-99.99,1542.56,-99.99,206.59,-9.99,206.78,-9.99,206.97,-9.99,5.3983E+23,9.9,143.427,23.584
71,3/12/2020 16:38,637303173.8,6125.289,-33.77,89.79,644029,72.607,1574.17,-99.99,1575.58,-99.99,1576.98,-99.99,206.68,-9.99,206.86,-9.99,207.05,-9.99,5.51655E+23,9.9,143.427,23.584
72,3/12/2020 16:38,637303173.8,6125.188,-33.77,89.79,643155,72.509,1609.33,-99.99,1610.74,-99.99,1612.15,-99.99,206.93,-9.99,207.11,-9.99,207.29,-9.99,5.63295E+23,9.9,143.427,23.584
73,3/12/2020 16:38,637303173.9,6125.086,-33.77,89.79,642272,72.409,1645.59,-99.99,1647,-99.99,1648.4,-99.99,207.33,-9.99,207.51,-9.99,207.69,-9.99,5.74861E+23,9.9,143.426,23.584
74,3/12/2020 16:38,637303173.9,6124.985,-33.78,89.79,641397,72.311,1682.22,-99.99,1683.63,-99.99,1685.03,-99.99,207.78,-9.99,207.95,-9.99,208.13,-9.99,5.86401E+23,9.9,143.426,23.584
75,3/12/2020 16:38,637303173.9,6124.782,-33.78,89.78,639639,72.112,1758.15,-99.99,1759.56,-99.99,1760.96,-99.99,208.34,-9.99,208.51,-9.99,208.68,-9.99,6.11215E+23,9.9,143.425,23.584
76,3/12/2020 16:38,637303174,6124.681,-33.78,89.78,638764,72.014,1797.13,-99.99,1798.53,-99.99,1799.94,-99.99,208.5,-9.99,208.66,-9.99,208.83,-9.99,6.2429E+23,9.9,143.425,23.584
77,3/12/2020 16:38,637303174,6124.579,-33.78,89.78,637881,71.914,1837.33,-99.99,1838.73,-99.99,1840.14,-99.99,208.78,-9.99,208.94,-9.99,209.1,-9.99,6.37403E+23,9.9,143.424,23.584
78,3/12/2020 16:38,637303174,6124.478,-33.78,89.78,637006,71.816,1877.96,-99.99,1879.36,-99.99,1880.77,-99.99,209.09,-9.99,209.25,-9.99,209.41,-9.99,6.50516E+23,9.9,143.424,23.584
79,3/12/2020 16:38,637303174.1,6124.376,-33.78,89.78,636123,71.716,1919.83,-99.99,1921.24,-99.99,1922.64,-99.99,209.51,-9.99,209.66,-9.99,209.82,-9.99,6.63699E+23,9.9,143.423,23.584
80,3/12/2020 16:38,637303174.1,6124.275,-33.78,89.78,635248,71.617,1962.13,-99.99,1963.54,-99.99,1964.94,-99.99,209.93,-9.99,210.08,-9.99,210.23,-9.99,6.76958E+23,9.9,143.423,23.584
81,3/12/2020 16:38,637303174.1,6124.173,-33.78,89.78,634365,71.518,2005.69,-99.99,2007.1,-99.99,2008.51,-99.99,210.45,-9.99,210.6,-9.99,210.75,-9.99,6.90279E+23,9.9,143.423,23.584
82,3/12/2020 16:38,637303174.2,6124.072,-33.78,89.78,633490,71.419,2049.68,-99.99,2051.08,-99.99,2052.49,-99.99,210.97,-9.99,211.12,-9.99,211.26,-9.99,7.03676E+23,9.9,143.422,23.584
83,3/12/2020 16:38,637303174.2,6123.97,-33.78,89.78,632606,71.319,2094.95,-99.99,2096.36,-99.99,2097.77,-99.99,211.58,-9.99,211.72,-9.99,211.86,-9.99,7.17163E+23,9.9,143.422,23.584
84,3/12/2020 16:38,637303174.2,6123.869,-33.78,89.78,631731,71.221,2140.64,-99.99,2142.05,-99.99,2143.46,-99.99,212.16,-9.99,212.3,-9.99,212.44,-9.99,7.30779E+23,9.9,143.422,23.584
85,3/12/2020 16:38,637303174.2,6123.767,-33.78,89.78,630848,71.121,2187.66,-99.99,2189.07,-99.99,2190.47,-99.99,212.82,-9.99,212.96,-9.99,213.09,-9.99,7.44527E+23,9.9,143.421,23.584
86,3/12/2020 16:38,637303174.3,6123.666,-33.78,89.78,629973,71.023,2235.09,-99.99,2236.49,-99.99,2237.9,-99.99,213.46,-9.99,213.59,-9.99,213.73,-9.99,7.58397E+23,9.9,143.421,23.584
87,3/12/2020 16:38,637303174.3,6123.564,-33.78,89.78,629089,70.923,2283.87,-99.99,2285.28,-99.99,2286.69,-99.99,214.17,-9.99,214.3,-9.99,214.43,-9.99,7.7238E+23,9.9,143.421,23.585
88,3/12/2020 16:38,637303174.3,6123.463,-33.78,89.78,628214,70.824,2333.07,-99.99,2334.48,-99.99,2335.88,-99.99,214.86,-9.99,214.99,-9.99,215.12,-9.99,7.8647E+23,9.9,143.42,23.585
89,3/12/2020 16:38,637303174.4,6123.361,-33.78,89.78,627330,70.725,2383.66,-99.99,2385.06,-99.99,2386.47,-99.99,215.63,-9.99,215.76,-9.99,215.88,-9.99,8.00666E+23,9.9,143.42,23.585
90,3/12/2020 16:38,637303174.4,6123.26,-33.78,89.77,626455,70.626,2434.65,-99.99,2436.05,-99.99,2437.46,-99.99,216.38,-9.99,216.5,-9.99,216.63,-9.99,8.14971E+23,9.9,143.419,23.585
91,3/12/2020 16:38,637303174.4,6123.158,-33.78,89.77,625572,70.526,2487.07,-99.99,2488.47,-99.99,2489.88,-99.99,217.12,-9.99,217.24,-9.99,217.36,-9.99,8.29678E+23,9.9,143.419,23.585
92,3/12/2020 16:38,637303174.4,6123.056,-33.78,89.77,624688,70.427,2540.44,-99.99,2541.85,-99.99,2543.26,-99.99,217.82,-9.99,217.94,-9.99,218.06,-9.99,8.44764E+23,9.9,143.418,23.585
93,3/12/2020 16:38,637303174.5,6122.955,-33.79,89.77,623813,70.328,2594.26,-99.99,2595.66,-99.99,2597.07,-99.99,218.45,-9.99,218.57,-9.99,218.69,-9.99,8.60139E+23,9.9,143.418,23.585
94,3/12/2020 16:38,637303174.5,6122.853,-33.79,89.77,622929,70.228,2649.6,-99.99,2651.01,-99.99,2652.42,-99.99,219.05,-9.99,219.17,-9.99,219.28,-9.99,8.7609E+23,9.9,143.418,23.585
95,3/12/2020 16:38,637303174.6,6122.751,-33.79,89.77,622045,70.129,2705.99,-99.99,2707.39,-99.99,2708.8,-99.99,219.58,-9.99,219.69,-9.99,219.81,-9.99,8.92582E+23,9.9,143.417,23.585
96,3/12/2020 16:38,637303174.6,6122.649,-33.79,89.77,621161,70.029,2763.44,-99.99,2764.85,-99.99,2766.26,-99.99,220.02,-9.99,220.13,-9.99,220.24,-9.99,9.09707E+23,9.9,143.417,23.585
97,3/12/2020 16:38,637303174.6,6122.547,-33.79,89.77,620277,69.93,2822.03,-99.99,2823.44,-99.99,2824.84,-99.99,220.26,-9.99,220.37,-9.99,220.48,-9.99,9.27964E+23,9.9,143.416,23.585
98,3/12/2020 16:38,637303174.7,6122.445,-33.79,89.77,619393,69.83,2881.81,-99.99,2883.22,-99.99,2884.62,-99.99,220.41,-9.99,220.52,-9.99,220.63,-9.99,9.46985E+23,9.9,143.416,23.585
99,3/12/2020 16:38,637303174.7,6122.343,-33.79,89.77,618509,69.73,2942.8,-99.99,2944.2,-99.99,2945.61,-99.99,220.66,-9.99,220.76,-9.99,220.87,-9.99,9.65957E+23,9.9,143.415,23.585
100,3/12/2020 16:38,637303174.8,6122.241,-33.79,89.76,617625,69.631,3005,-99.99,3006.41,-99.99,3007.82,-99.99,220.98,-9.99,221.08,-9.99,221.18,-9.99,9.84947E+23,9.9,143.415,23.585
101,3/12/2020 16:38,637303174.8,6122.139,-33.79,89.76,616741,69.531,3068.41,-99.99,3069.82,-99.99,3071.23,-99.99,221.4,-9.99,221.5,-9.99,221.6,-9.99,1.00383E+24,9.9,143.414,23.585
102,3/12/2020 16:38,637303174.8,6122.037,-33.79,89.76,615857,69.431,3133.03,-99.99,3134.43,-99.99,3135.84,-99.99,221.93,-9.99,222.03,-9.99,222.13,-9.99,1.02249E+24,9.9,143.414,23.585
103,3/12/2020 16:38,637303174.9,6121.935,-33.79,89.76,614973,69.332,3198.83,-99.99,3200.23,-99.99,3201.64,-99.99,222.55,-9.99,222.65,-9.99,222.75,-9.99,1.04105E+24,9.9,143.413,23.586
104,3/12/2020 16:38,637303174.9,6121.832,-33.79,89.76,614080,69.231,3266.48,-99.99,3267.89,-99.99,3269.3,-99.99,223.2,-9.99,223.29,-9.99,223.39,-9.99,1.06001E+24,9.9,143.413,23.586
105,3/12/2020 16:38,637303174.9,6121.73,-33.79,89.76,613196,69.131,3334.72,-99.99,3336.13,-99.99,3337.54,-99.99,223.67,-9.99,223.77,-9.99,223.86,-9.99,1.07985E+24,9.9,143.412,23.586
106,3/12/2020 16:38,637303175,6121.628,-33.79,89.76,612312,69.031,3404.25,-99.99,3405.66,-99.99,3407.07,-99.99,224.06,-9.99,224.15,-9.99,224.24,-9.99,1.10047E+24,9.9,143.412,23.586
107,3/12/2020 16:38,637303175,6121.526,-33.79,89.76,611427,68.932,3475.13,-99.99,3476.54,-99.99,3477.95,-99.99,224.32,-9.99,224.41,-9.99,224.5,-9.99,1.12205E+24,9.9,143.411,23.586
108,3/12/2020 16:38,637303175.1,6121.423,-33.8,89.76,610534,68.831,3548.13,-99.99,3549.53,-99.99,3550.94,-99.99,224.56,-9.99,224.65,-9.99,224.74,-9.99,1.14439E+24,9.9,143.411,23.586
109,3/12/2020 16:38,637303175.1,6121.321,-33.8,89.75,609650,68.731,3621.85,-99.99,3623.26,-99.99,3624.66,-99.99,224.76,-9.99,224.85,-9.99,224.94,-9.99,1.16713E+24,9.9,143.41,23.586
110,3/12/2020 16:38,637303175.2,6121.218,-33.8,89.75,608757,68.631,3697.77,-99.99,3699.18,-99.99,3700.59,-99.99,225.02,-9.99,225.11,-9.99,225.19,-9.99,1.19023E+24,9.9,143.409,23.586
111,3/12/2020 16:38,637303175.2,6121.115,-33.8,89.75,607864,68.53,3775.2,-99.99,3776.61,-99.99,3778.01,-99.99,225.31,-9.99,225.39,-9.99,225.47,-9.99,1.21362E+24,9.9,143.409,23.586
112,3/12/2020 16:38,637303175.3,6121.013,-33.8,89.75,606980,68.43,3853.37,-99.99,3854.78,-99.99,3856.19,-99.99,225.57,-9.99,225.65,-9.99,225.73,-9.99,1.2373E+24,9.9,143.408,23.586
113,3/12/2020 16:38,637303175.3,6120.91,-33.8,89.75,606087,68.33,3933.86,-99.99,3935.26,-99.99,3936.67,-99.99,225.89,-9.99,225.97,-9.99,226.05,-9.99,1.26134E+24,9.9,143.408,23.586
114,3/12/2020 16:38,637303175.4,6120.705,-33.8,89.75,604309,68.129,4098.8,-99.99,4100.21,-99.99,4101.61,-99.99,226.38,-9.99,226.46,-9.99,226.53,-9.99,1.3114E+24,9.9,143.406,23.587
115,3/12/2020 16:38,637303175.5,6120.602,-33.8,89.74,603416,68.029,4184.15,-99.99,4185.55,-99.99,4186.96,-99.99,226.52,-9.99,226.6,-9.99,226.67,-9.99,1.33787E+24,9.9,143.406,23.587
116,3/12/2020 16:38,637303175.5,6120.499,-33.8,89.74,602523,67.928,4271.18,-99.99,4272.58,-99.99,4273.99,-99.99,226.85,-9.99,226.92,-9.99,227,-9.99,1.36373E+24,9.9,143.405,23.587
117,3/12/2020 16:38,637303175.6,6120.396,-33.8,89.74,601629,67.827,4359.86,-99.99,4361.27,-99.99,4362.68,-99.99,227.34,-9.99,227.41,-9.99,227.49,-9.99,1.38902E+24,9.9,143.405,23.587
118,3/12/2020 16:38,637303175.6,6120.293,-33.8,89.74,600736,67.726,4450.19,-99.99,4451.6,-99.99,4453,-99.99,227.85,-9.99,227.92,-9.99,227.99,-9.99,1.41464E+24,9.9,143.404,23.587
119,3/12/2020 16:38,637303175.7,6120.19,-33.81,89.74,599843,67.626,4542.22,-99.99,4543.62,-99.99,4545.03,-99.99,228.18,-9.99,228.25,-9.99,228.32,-9.99,1.4418E+24,9.9,143.404,23.587
